Rank,Product,Team,Year,Product_Category,Sales_Engineer,BKS_Sales,KWG_Sales,TNG_Sales,BGR_Sales,Total_Sales
13922,Hunter x Hunter: Wonder Adventure,TMSales17,2012.0,Directional Control Valves,Yaqub,0.0,0.0,0.04,0.0,0.04
13923,Super Army War,TMSales9,2005.0,Directional Control Valves,Flashpoint Games,0.03,0.01,0.0,0.0,0.04
13924,Ao no Exorcist: Genkoku no Labyrinth,TMSales17,2012.0,Directional Control Valves,Yaqub,0.0,0.0,0.04,0.0,0.04
13925,Don Bradman Cricket 14,TMSales18,2015.0,Air Cylinders,Tru Blu Entertainment,0.0,0.04,0.0,0.0,0.04
13926,Echo Night Beyond,TMSales7,2004.0,Lubrication,Indie Games,0.02,0.01,0.0,0.0,0.04
13927,Minna no Chizu,TMSales17,2006.0,Vacuum Equipment,Zenrin,0.0,0.0,0.04,0.0,0.04
13928,Doom II: Hell on Earth,TMSales9,2002.0,Rotary Actuators,Febby,0.03,0.01,0.0,0.0,0.04
13929,Taikou Risshiden V,TMSales17,2009.0,Accessories,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
13930,Shin Hayarigami,TMSales6,2014.0,Lubrication,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04
13931,Jikkyou Powerful Major League,TMSales19,2006.0,Air Cylinders,Rizal,0.0,0.0,0.04,0.0,0.04
13932,Train Simulator 2016,TMSales15,2015.0,Flow Control,Unknown,0.0,0.04,0.0,0.0,0.04
13933,Corpse Party: Blood Covered - Repeated Fear,TMSales10,2015.0,Lubrication,5pb,0.0,0.0,0.04,0.0,0.04
13934,Suzumiya Haruhi no Tsuisou,TMSales17,2011.0,Lubrication,Yaqub,0.0,0.0,0.04,0.0,0.04
13935,Zoo Hospital,TMSales4,2007.0,Flow Control,Eidos Interactive,0.03,0.0,0.0,0.0,0.04
13936,Evolution Skateboarding,TMSales19,2002.0,Air Cylinders,Rizal,0.03,0.01,0.0,0.0,0.04
13937,Greg Hastings' Tournament Paintball Max'd,TMSales4,2006.0,Rotary Actuators,Febby,0.03,0.0,0.0,0.0,0.04
13938,The Idolm@ster: Must Songs - Red Board / Blue Board,TMSales23,2015.0,Vacuum Equipment,Yaqub,0.0,0.0,0.04,0.0,0.04
13939,Jikkyou World Soccer 2002,TMSales7,2002.0,Air Cylinders,Rizal,0.0,0.0,0.04,0.0,0.04
13940,Tenshou Gakuen Gekkouroku,TMSales7,2006.0,Lubrication,Asmik Ace Entertainment,0.0,0.0,0.04,0.0,0.04
13941,Ski-Doo Snowmobile Challenge,TMSales5,2009.0,Switches/Sensors,Valcon Games,0.03,0.0,0.0,0.0,0.04
13942,Aquanaut's Holiday: Kakusareta Kiroku,TMSales6,2008.0,Lubrication,Ferdi,0.0,0.0,0.04,0.0,0.04
13943,Real Soccer 2008,TMSales4,2007.0,Air Cylinders,Andrias,0.03,0.0,0.0,0.0,0.04
13944,Little Red Riding Hood's Zombie BBQ,TMSales4,2008.0,Rotary Actuators,Destineer,0.03,0.0,0.0,0.0,0.04
13945,Texas Hold 'Em Poker DS,TMSales4,2005.0,Vacuum Equipment,Majesco Entertainment,0.03,0.0,0.0,0.0,0.04
13946,DuckTales: Remastered,TMSales5,2013.0,Directional Control Valves,Capcom,0.03,0.0,0.0,0.0,0.04
13947,APB Reloaded,TMSales15,2011.0,Fittings/Tubing,Iceberg Interactive,0.02,0.01,0.0,0.0,0.04
13948,Railroad Tycoon 3,TMSales15,2003.0,Accessories,Gathering of Developers,0.0,0.03,0.0,0.01,0.04
13949,Magical Starsign (JP sales),TMSales4,2006.0,Fittings/Tubing,Bayu,0.0,0.0,0.04,0.0,0.04
13950,Big Mutha Truckers,TMSales9,2005.0,Switches/Sensors,Zoo Digital Publishing,0.03,0.01,0.0,0.0,0.04
13951,DT Carnage,TMSales17,2009.0,Switches/Sensors,Agetec,0.03,0.0,0.0,0.0,0.04
13952,Resident Evil 6,TMSales18,2016.0,Rotary Actuators,Capcom,0.03,0.0,0.0,0.0,0.04
13953,Teenage Zombies: Invasion of the Alien Brain Thingys,TMSales4,2008.0,Lubrication,Ignition Entertainment,0.03,0.0,0.0,0.0,0.04
13954,Ar Nosurge: Ode to an Unborn Star,TMSales23,2014.0,Fittings/Tubing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
13955,Warriors Orochi 3,TMSales18,2014.0,Directional Control Valves,Tecmo Koei,0.01,0.03,0.0,0.0,0.04
13956,Monster High: New Ghoul in School,TMSales10,2015.0,Directional Control Valves,Little Orbit,0.0,0.03,0.0,0.0,0.04
13957,Ragnarok Odyssey,TMSales6,2014.0,Fittings/Tubing,GungHo,0.03,0.01,0.0,0.01,0.04
13958,Rugby 08,TMSales7,2007.0,Air Cylinders,Amir,0.02,0.01,0.0,0.0,0.04
13959,GoPets: Vacation Island,TMSales4,2008.0,Flow Control,Rizal,0.03,0.0,0.0,0.0,0.04
13960,Pia Carrot e Youkoso!! 2.5,TMSales22,2008.0,Lubrication,NEC Interchannel,0.0,0.0,0.04,0.0,0.04
13961,Cy Girls,TMSales7,2004.0,Directional Control Valves,Rizal,0.02,0.01,0.0,0.0,0.04
13962,The Sum of All Fears,TMSales9,2002.0,Rotary Actuators,Andrias,0.03,0.01,0.0,0.0,0.04
13963,Da Capo I & II Plus Situation Portable,TMSales17,2010.0,Lubrication,Kadokawa Shoten,0.0,0.0,0.04,0.0,0.04
13964,World of Tanks,TMSales5,,Rotary Actuators,,0.0,0.03,0.0,0.0,0.04
13965,Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 5: Shinseiki Evangelion - Tamashii no Kiseki,TMSales4,2010.0,Vacuum Equipment,D3Publisher,0.0,0.0,0.04,0.0,0.04
13966,Bubble Bobble Double Shot,TMSales4,2007.0,Air Preparation,Rising Star Games,0.03,0.0,0.0,0.0,0.04
13967,Minority Report: Everybody Runs,TMSales9,2002.0,Directional Control Valves,Febby,0.03,0.01,0.0,0.0,0.04
13968,Monster Hunter Frontier Online: Season 9.0,TMSales5,2010.0,Fittings/Tubing,Capcom,0.0,0.0,0.04,0.0,0.04
13969,Winning Post 8,TMSales23,2014.0,Switches/Sensors,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
13970,C.O.R.E.,TMSales4,2009.0,Rotary Actuators,Graffiti,0.03,0.0,0.0,0.0,0.04
13971,Garfield: The Search for Pooky,TMSales9,2003.0,Electric Actuators,Game Factory,0.03,0.01,0.0,0.0,0.04
13972,Rugby World Cup 2015,TMSales23,2015.0,Air Cylinders,Andrias,0.0,0.03,0.0,0.01,0.04
13973,Galaxy Fight,TMSales25,1994.0,FRL,Sunsoft,0.0,0.0,0.04,0.0,0.04
13974,Chaos Wars,TMSales7,2006.0,Accessories,Idea Factory,0.0,0.0,0.04,0.0,0.04
13975,Steambot Chronicles,TMSales7,2005.0,Fittings/Tubing,505 Games,0.02,0.01,0.0,0.0,0.04
13976,Toki no Kizuna: Sekigahara Kitan,TMSales17,2012.0,Directional Control Valves,Idea Factory,0.0,0.0,0.04,0.0,0.04
13977,Mr. Driller,TMSales13,1999.0,Air Preparation,Yaqub,0.02,0.01,0.0,0.0,0.04
13978,Norn9: Norn + Nonette,TMSales17,2013.0,Lubrication,Idea Factory,0.0,0.0,0.04,0.0,0.04
13979,Super Hero Generation,TMSales23,2014.0,Fittings/Tubing,Yaqub,0.0,0.0,0.04,0.0,0.04
13980,Simple DS Series Vol. 15: The Kanshikikan 2 - Aratanaru 8-tsu no Jiken wo Touch seyo,TMSales4,2007.0,Lubrication,D3Publisher,0.0,0.0,0.04,0.0,0.04
13981,Gumby vs. the Astrobots,TMSales9,2005.0,Directional Control Valves,Yaqub,0.03,0.01,0.0,0.0,0.04
13982,Trine 2,TMSales15,2011.0,Electric Actuators,Focus Home Interactive,0.0,0.03,0.0,0.01,0.04
13983,Doraemon: Shin Nobita no Nihon Tanjou,TMSales10,2016.0,Vacuum Equipment,FuRyu,0.0,0.0,0.04,0.0,0.04
13984,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 13: Shinseiki Evangelion - Yakusoku no Toki,TMSales7,2008.0,Vacuum Equipment,D3Publisher,0.0,0.0,0.04,0.0,0.04
13985,Worms: Ultimate Mayhem,TMSales15,2011.0,Accessories,Unknown,0.0,0.03,0.0,0.0,0.04
13986,Scaler,TMSales19,2004.0,Electric Actuators,Faisal,0.03,0.01,0.0,0.0,0.04
13987,NHL Legacy,TMSales6,2015.0,Directional Control Valves,Amir,0.03,0.0,0.0,0.01,0.04
13988,Chaos;Head Noah,TMSales5,2009.0,Lubrication,5pb,0.0,0.0,0.04,0.0,0.04
13989,Tears to Tiara Anecdotes: The Secret of Avalon,TMSales6,2009.0,Accessories,Aqua Plus,0.0,0.0,0.04,0.0,0.04
13990,Legasista,TMSales6,2012.0,Fittings/Tubing,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04
13991,Fatal Fury: Battle Archives Volume 1,TMSales7,2006.0,FRL,Ignition Entertainment,0.02,0.01,0.0,0.0,0.04
13992,The Night of the Rabbit,TMSales15,2013.0,Lubrication,Daedalic Entertainment,0.0,0.03,0.0,0.0,0.04
13993,Harukanaru Toki no Naka de 3: Unmei no Meikyuu Aizouban,TMSales17,2009.0,Lubrication,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
13994,Rhapsody: A Musical Adventure,TMSales13,1998.0,Fittings/Tubing,Nippon Ichi Software,0.02,0.01,0.0,0.0,0.04
13995,NHL 16,TMSales6,2015.0,Air Cylinders,Amir,0.0,0.03,0.0,0.01,0.04
13996,Destiny: The Collection,TMSales18,2016.0,Rotary Actuators,Febby,0.01,0.02,0.0,0.0,0.04
13997,Music Maker: Rockstar,TMSales7,2009.0,Vacuum Equipment,Magix,0.02,0.01,0.0,0.0,0.04
13998,Fading Shadows,TMSales17,2008.0,Air Preparation,Ivolgamus,0.03,0.0,0.0,0.0,0.04
13999,Formula 1 06,TMSales7,2006.0,Switches/Sensors,Ferdi,0.0,0.0,0.04,0.0,0.04
14000,Without Warning,TMSales7,2005.0,Rotary Actuators,Capcom,0.02,0.01,0.0,0.0,0.04
14001,"Minna de Jibun no Setsumeisho: B-Kata, A-Kata, AB-Kata, O-Kata",TMSales4,2008.0,Vacuum Equipment,GungHo,0.0,0.0,0.04,0.0,0.04
14002,Smashing Drive,TMSales14,2002.0,Switches/Sensors,Yaqub,0.03,0.01,0.0,0.0,0.04
14003,Age of Mythology: The Titans,TMSales15,2003.0,Accessories,Agus,0.01,0.02,0.0,0.0,0.04
14004,Fighting Vipers 2,TMSales22,2000.0,FRL,Amin,0.0,0.0,0.04,0.0,0.04
14005,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,TMSales14,2005.0,Directional Control Valves,Rizal,0.03,0.01,0.0,0.0,0.04
14006,Sudoku Ball Detective,TMSales1,2009.0,Air Preparation,Playlogic Game Factory,0.02,0.01,0.0,0.0,0.04
14007,12-Sai. Koisuru Diary,TMSales10,2016.0,Lubrication,Happinet,0.0,0.0,0.04,0.0,0.04
14008,Castlevania: Lords of Shadow - Reverie,TMSales6,2011.0,Directional Control Valves,Rizal,0.02,0.01,0.0,0.01,0.04
14009,Napoleon Dynamite: The Game,TMSales17,2007.0,Air Preparation,Crave Entertainment,0.03,0.0,0.0,0.0,0.04
14010,Beatdown: Fists of Vengeance,TMSales14,2005.0,Directional Control Valves,Capcom,0.03,0.01,0.0,0.0,0.04
14011,Enchanted Arms (JP sales),TMSales6,2007.0,Fittings/Tubing,Andrias,0.0,0.0,0.04,0.0,0.04
14012,Monster Force,TMSales9,2002.0,Rotary Actuators,Universal Interactive,0.03,0.01,0.0,0.0,0.04
14013,World of Goo,TMSales15,2008.0,Air Preparation,2D Boy,0.0,0.03,0.0,0.01,0.04
14014,Onsei Kanjou Sokuteiki: Kokoro Scan,TMSales4,2007.0,Vacuum Equipment,Amin,0.0,0.0,0.04,0.0,0.04
14015,Clock Zero: Shuuen no Ichibyou Portable,TMSales17,2011.0,Lubrication,Idea Factory,0.0,0.0,0.04,0.0,0.04
14016,San Goku Shi DS 3,TMSales4,2010.0,Accessories,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
14017,Trick x Logic: Season 2,TMSales17,2010.0,Lubrication,Ferdi,0.0,0.0,0.04,0.0,0.04
14018,Challenge Me: Word Puzzles,TMSales4,2011.0,Air Preparation,O-Games,0.03,0.0,0.0,0.0,0.04
14019,Hakuouki: Zuisouroku,TMSales7,2009.0,Lubrication,Idea Factory,0.0,0.0,0.04,0.0,0.04
14020,World in Conflict,TMSales15,2007.0,Accessories,Vivendi Games,0.0,0.03,0.0,0.01,0.04
14021,World Championship Pool 2004,TMSales14,2003.0,Air Cylinders,Jaleco,0.03,0.01,0.0,0.0,0.04
14022,Derby Tsuku 5: Derby Uma o Tsukurou!,TMSales7,2006.0,Air Cylinders,Amin,0.0,0.0,0.04,0.0,0.04
14023,S.T.A.L.K.E.R.: Clear Sky,TMSales15,2008.0,Rotary Actuators,Deep Silver,0.0,0.03,0.0,0.01,0.04
14024,Jikkyou Powerful Major League 2009,TMSales1,2009.0,Air Cylinders,Rizal,0.0,0.0,0.04,0.0,0.04
14025,SD Gundam Force: Showdown!,TMSales7,2004.0,Rotary Actuators,Yaqub,0.02,0.01,0.0,0.0,0.04
14026,Ray Gigant,TMSales23,2015.0,Fittings/Tubing,Yaqub,0.0,0.0,0.04,0.0,0.04
14027,Negima!? 3-Jikanme ~Koi to Mahou to Sekaiju Densetsu~,TMSales7,2006.0,Lubrication,Rizal,0.0,0.0,0.04,0.0,0.04
14028,Flow: Urban Dance Uprising,TMSales7,2005.0,Vacuum Equipment,Andrias,0.02,0.01,0.0,0.0,0.04
14029,Ailu de Puzzle,TMSales17,2012.0,Directional Control Valves,Capcom,0.0,0.0,0.04,0.0,0.04
14030,World in Conflict: Complete Edition,TMSales15,2009.0,Accessories,Andrias,0.0,0.03,0.0,0.01,0.04
14031,True Pinball,TMSales13,1996.0,Vacuum Equipment,Ocean,0.02,0.01,0.0,0.0,0.04
14032,Jane's Hotel,TMSales4,2010.0,Flow Control,Unknown,0.03,0.0,0.0,0.0,0.04
14033,Stadium Games,TMSales9,2003.0,Air Cylinders,Ignition Entertainment,0.03,0.01,0.0,0.0,0.04
14034,RLH: Run Like Hell,TMSales14,2003.0,Rotary Actuators,Avalon Interactive,0.03,0.01,0.0,0.0,0.04
14035,Power Play Pool,TMSales4,2006.0,Air Cylinders,System 3 Arcade Software,0.03,0.0,0.0,0.0,0.04
14036,J-League Pro Striker 2,TMSales21,1994.0,Air Cylinders,Amin,0.0,0.0,0.04,0.0,0.04
14037,Obscure,TMSales14,2004.0,Lubrication,MC2 Entertainment,0.03,0.01,0.0,0.0,0.04
14038,Caesar III,TMSales15,1998.0,Accessories,Vivendi Games,0.0,0.03,0.0,0.01,0.04
14039,Super Robot Taisen: Scramble Commander the 2nd,TMSales7,2007.0,Accessories,Banpresto,0.0,0.0,0.04,0.0,0.04
14040,Mahjong Taikai,TMSales4,2004.0,Vacuum Equipment,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
14041,Tomb Raider: Anniversary,TMSales15,2007.0,Directional Control Valves,Eidos Interactive,0.0,0.03,0.0,0.01,0.04
14042,Espgaluda II Black Label,TMSales5,2010.0,Rotary Actuators,Cave,0.0,0.0,0.04,0.0,0.04
14043,The Croods: Prehistoric Party!,TMSales10,2013.0,Vacuum Equipment,D3Publisher,0.01,0.02,0.0,0.0,0.04
14044,Bratz Kidz,TMSales4,2008.0,Vacuum Equipment,Game Factory,0.03,0.0,0.0,0.0,0.04
14045,Hot Potato!,TMSales9,2001.0,Directional Control Valves,BAM! Entertainment,0.03,0.01,0.0,0.0,0.04
14046,Barbie and Her Sisters Puppy Rescue,TMSales10,2015.0,Directional Control Valves,Yaqub,0.0,0.03,0.0,0.0,0.04
14047,Kiniro no Corda 2 f,TMSales17,2009.0,Fittings/Tubing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
14048,Swords,TMSales1,,FRL,Unknown,0.03,0.0,0.0,0.0,0.04
14049,Winter Sports 3: The Great Tournament,TMSales6,2010.0,Air Cylinders,Tradewest,0.0,0.03,0.0,0.01,0.04
14050,Deception III: Dark Delusion,TMSales13,1999.0,Fittings/Tubing,Tecmo Koei,0.02,0.01,0.0,0.0,0.04
14051,Gothic Universe,TMSales15,2007.0,Fittings/Tubing,JoWood Productions,0.0,0.03,0.0,0.01,0.04
14052,Ultimate Game Room,TMSales4,2009.0,Vacuum Equipment,Majesco Entertainment,0.03,0.0,0.0,0.0,0.04
14053,Alpha Protocol,TMSales15,2010.0,Fittings/Tubing,Amin,0.0,0.03,0.0,0.01,0.04
14054,Penguins of Madagascar,TMSales20,2014.0,Directional Control Valves,Yaqub,0.01,0.02,0.0,0.0,0.04
14055,Nobunaga's Ambition II,TMSales10,2015.0,Accessories,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
14056,DarkStar One,TMSales15,2006.0,Flow Control,Andrias,0.0,0.03,0.0,0.01,0.04
14057,Half-Minute Hero 2,TMSales17,,Fittings/Tubing,Rising Star Games,0.0,0.0,0.04,0.0,0.04
14058,Clockwork Empires,TMSales15,,Accessories,Unknown,0.0,0.03,0.0,0.0,0.04
14059,Monster Kingdom: Jewel Summoner,TMSales17,2006.0,Fittings/Tubing,Ferdi,0.0,0.0,0.04,0.0,0.04
14060,Cook Wars,TMSales1,2009.0,Vacuum Equipment,Andrias,0.03,0.0,0.0,0.0,0.04
14061,Kuroshitsuji: Phantom & Ghost,TMSales4,2009.0,Directional Control Valves,Square Enix,0.0,0.0,0.04,0.0,0.04
14062,Petz: Catz Playground,TMSales4,2010.0,Flow Control,Andrias,0.03,0.0,0.0,0.0,0.04
14063,Pirates: Duels on the High Seas,TMSales4,2008.0,Directional Control Valves,Oxygen Interactive,0.03,0.0,0.0,0.0,0.04
14064,Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice,TMSales4,2010.0,Fittings/Tubing,ChunSoft,0.0,0.0,0.04,0.0,0.04
14065,Sins of a Solar Empire: Trinity,TMSales15,2010.0,Accessories,Kalypso Media,0.0,0.03,0.0,0.01,0.04
14066,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Shu-Hen,TMSales17,2010.0,Lubrication,Yeti,0.0,0.0,0.04,0.0,0.04
14067,Mahjong 300,TMSales4,2011.0,Air Preparation,Avanquest,0.0,0.03,0.0,0.0,0.04
14068,The Ant Bully,TMSales9,2006.0,Electric Actuators,Midway Games,0.03,0.01,0.0,0.0,0.04
14069,Sega Arcade Gallery,TMSales9,2003.0,Vacuum Equipment,Yogi,0.03,0.01,0.0,0.0,0.04
14070,Crazy Machines,TMSales4,2008.0,Air Preparation,DTP Entertainment,0.0,0.03,0.0,0.0,0.04
14071,Astrology DS,TMSales4,2009.0,Vacuum Equipment,Deep Silver,0.03,0.0,0.0,0.0,0.04
14072,"My World, My Way (US sales)",TMSales4,2008.0,Fittings/Tubing,Global A Entertainment,0.04,0.0,0.0,0.0,0.04
14073,Planescape: Torment,TMSales15,1998.0,Fittings/Tubing,Interplay,0.01,0.02,0.0,0.01,0.04
14074,Tao Adventure: Curse Demon,TMSales4,2005.0,Fittings/Tubing,Rizal,0.03,0.0,0.0,0.0,0.04
14075,Aegis of Earth: Protonovus Assault,TMSales23,2016.0,Directional Control Valves,PQube,0.02,0.01,0.0,0.01,0.04
14076,Hello Kitty: Roller Rescue,TMSales15,2005.0,Directional Control Valves,Empire Interactive,0.0,0.03,0.0,0.0,0.04
14077,Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem,TMSales4,2007.0,Switches/Sensors,Zoo Digital Publishing,0.03,0.0,0.0,0.0,0.04
14078,A Game of Thrones: Genesis,TMSales15,2011.0,Accessories,Focus Home Interactive,0.0,0.03,0.0,0.01,0.04
14079,Hotel Giant 2,TMSales15,2008.0,Accessories,JoWood Productions,0.0,0.03,0.0,0.01,0.04
14080,NHRA Drag Racing: Countdown to the Championship,TMSales7,2007.0,Switches/Sensors,Yogi,0.02,0.01,0.0,0.0,0.04
14081,Black Stone: Magic & Steel,TMSales14,2003.0,Fittings/Tubing,Yogi,0.03,0.01,0.0,0.0,0.04
14082,MLB 15: The Show,TMSales23,2015.0,Air Cylinders,Ferdi,0.03,0.0,0.0,0.01,0.04
14083,Puyo Pop Fever(us sales),TMSales4,2004.0,Air Preparation,Ignition Entertainment,0.03,0.0,0.0,0.0,0.04
14084,Hitman: Blood Money,TMSales15,2006.0,Directional Control Valves,Eidos Interactive,0.0,0.03,0.0,0.01,0.04
14085,Assassin's Creed Chronicles: China,TMSales11,2015.0,Directional Control Valves,Andrias,0.0,0.03,0.0,0.01,0.04
14086,The Cursed Crusade,TMSales15,2011.0,Directional Control Valves,DTP Entertainment,0.0,0.03,0.0,0.01,0.04
14087,Harukanaru Toki no Naka de: Maihitoyo,TMSales7,2006.0,Lubrication,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
14088,Painkiller: Hell Wars,TMSales14,2006.0,Rotary Actuators,DreamCatcher Interactive,0.03,0.01,0.0,0.0,0.04
14089,Housekeeping,TMSales4,,Directional Control Valves,,0.0,0.0,0.04,0.0,0.04
14090,FunkMaster Flex's Digital Hitz Factory,TMSales7,2003.0,Vacuum Equipment,Jester Interactive,0.02,0.01,0.0,0.0,0.04
14091,Star Wars Jedi Knight: Jedi Academy,TMSales15,2003.0,Rotary Actuators,Febby,0.0,0.03,0.0,0.01,0.04
14092,Greg Hastings Paintball 2,TMSales6,2010.0,Rotary Actuators,Majesco Entertainment,0.03,0.0,0.0,0.0,0.04
14093,Sangoku Koi Senki: Otome no Heihou!,TMSales17,2012.0,Lubrication,Prototype,0.0,0.0,0.04,0.0,0.04
14094,Batman: A Telltale Game Series,TMSales11,2016.0,Lubrication,Telltale Games,0.01,0.02,0.0,0.01,0.04
14095,Castlevania Bloodlines,TMSales21,1994.0,Electric Actuators,Rizal,0.0,0.0,0.04,0.0,0.04
14096,Hakuouki: Zuisouroku DS,TMSales4,2011.0,Lubrication,Idea Factory,0.0,0.0,0.04,0.0,0.04
14097,Might & Magic X: Legacy,TMSales15,2014.0,Fittings/Tubing,Andrias,0.0,0.03,0.0,0.0,0.04
14098,Detective Conan: Prelude from the Past,TMSales17,2012.0,Directional Control Valves,Yaqub,0.0,0.0,0.04,0.0,0.04
14099,Luminous Arc 3,TMSales4,2009.0,Fittings/Tubing,Marvelous Interactive,0.0,0.0,0.04,0.0,0.04
14100,Major League Baseball 2K8,TMSales17,,Air Cylinders,Unknown,0.03,0.0,0.0,0.0,0.03
14101,FabStyle,TMSales10,2011.0,Accessories,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
14102,Rebel Raiders: Operation Nighthawk,TMSales7,2006.0,Flow Control,Kando Games,0.02,0.01,0.0,0.0,0.03
14103,Turbo: Super Stunt Squad,TMSales4,2013.0,Air Cylinders,D3Publisher,0.0,0.03,0.0,0.0,0.03
14104,Zenkoku Dekotora Matsuri,TMSales1,2008.0,Switches/Sensors,Jaleco,0.0,0.0,0.03,0.0,0.03
14105,Adventure Time: Explore the Dungeon Because I Don't Know!,TMSales20,2013.0,Directional Control Valves,D3Publisher,0.02,0.01,0.0,0.0,0.03
14106,Fast & Furious: Showdown,TMSales6,2013.0,Directional Control Valves,Febby,0.0,0.03,0.0,0.0,0.03
14107,Alienators: Evolution Continues,TMSales9,2001.0,Directional Control Valves,Febby,0.03,0.01,0.0,0.0,0.03
14108,Onechanbara Z Kagura,TMSales6,2013.0,Directional Control Valves,D3Publisher,0.0,0.0,0.03,0.0,0.03
14109,Marines: Modern Urban Combat,TMSales1,2010.0,Rotary Actuators,O-Games,0.03,0.0,0.0,0.0,0.03
14110,DoraMoji: Nobita no Kanji Daisakusen,TMSales10,2015.0,Vacuum Equipment,Shogakukan,0.0,0.0,0.03,0.0,0.03
14111,Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin,TMSales6,2010.0,Vacuum Equipment,Unknown,0.0,0.0,0.03,0.0,0.03
14112,Supreme Ruler: Cold War,TMSales15,2011.0,Accessories,Paradox Interactive,0.0,0.03,0.0,0.01,0.03
14113,Travel Coach: Europe 1,TMSales4,2008.0,Vacuum Equipment,HMH Interactive,0.0,0.03,0.0,0.0,0.03
14114,Top Gun: Hard Lock,TMSales6,2012.0,Directional Control Valves,505 Games,0.0,0.03,0.0,0.01,0.03
14115,MX World Tour Featuring Jamie Little,TMSales14,2005.0,Switches/Sensors,Crave Entertainment,0.03,0.01,0.0,0.0,0.03
14116,XBLAZE Code: Embryo,TMSales6,2013.0,Lubrication,Arc System Works,0.02,0.0,0.01,0.0,0.03
14117,The Idolmaster: Gravure For You! Vol. 4,TMSales6,2012.0,Vacuum Equipment,Yaqub,0.0,0.0,0.03,0.0,0.03
14118,RedCard 20-03,TMSales14,2002.0,Air Cylinders,Midway Games,0.03,0.01,0.0,0.0,0.03
14119,Katekyoo Hitman Reborn! DS: Fate of Heat II - Unmei no Futari,TMSales4,2009.0,Fittings/Tubing,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03
14120,Puyo Puyo 7,TMSales17,2009.0,Air Preparation,Amin,0.0,0.0,0.03,0.0,0.03
14121,Asterix & Obelix: Kick Buttix,TMSales7,2004.0,Directional Control Valves,Kriston,0.02,0.01,0.0,0.0,0.03
14122,Radiant Silvergun,TMSales25,1998.0,Rotary Actuators,ESP,0.0,0.0,0.03,0.0,0.03
14123,Bounty Hounds,TMSales17,2006.0,Directional Control Valves,Yaqub,0.03,0.0,0.0,0.0,0.03
14124,Care Bears - Care Quest,TMSales9,2005.0,Directional Control Valves,Game Factory,0.02,0.01,0.0,0.0,0.03
14125,Apache: Air Assault,TMSales15,2010.0,Flow Control,Just Flight,0.0,0.03,0.0,0.01,0.03
14126,Cooking Mama: My Sweets Shop,TMSales10,2014.0,Flow Control,Office Create,0.0,0.0,0.03,0.0,0.03
14127,Championship Manager Season 01/02,TMSales15,2001.0,Air Cylinders,Eidos Interactive,0.0,0.03,0.0,0.01,0.03
14128,Even in a Game Listen to Me Girls. I Am Your Father!,TMSales17,2012.0,Directional Control Valves,Yaqub,0.0,0.0,0.03,0.0,0.03
14129,Tokyo Majin Gakuen: Kenfuuchou,TMSales4,2008.0,Lubrication,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03
14130,Boboboubo Boubobo: Ougi 87.5 Bakuretsu Hanage Shinken,TMSales9,2002.0,Directional Control Valves,Hudson Soft,0.0,0.0,0.03,0.0,0.03
14131,Zatch Bell! Electric Arena,TMSales9,2003.0,FRL,Banpresto,0.02,0.01,0.0,0.0,0.03
14132,Boulder Dash: Rocks!,TMSales4,2007.0,Air Preparation,10TACLE Studios,0.0,0.03,0.0,0.0,0.03
14133,NHRA Drag Racing: Countdown to the Championship,TMSales17,2007.0,Switches/Sensors,Yogi,0.03,0.0,0.0,0.0,0.03
14134,The Void,TMSales15,2008.0,Lubrication,Mamba Games,0.0,0.03,0.0,0.01,0.03
14135,TOCA Race Driver 3,TMSales14,2006.0,Switches/Sensors,Codemasters,0.03,0.01,0.0,0.0,0.03
14136,Daito Giken Premium Pachi-Slot Collection: Yoshimune,TMSales7,2006.0,Vacuum Equipment,Daito,0.0,0.0,0.03,0.0,0.03
14137,Maximum Racing: Drag & Stock Racer,TMSales1,2010.0,Switches/Sensors,Nordic Games,0.03,0.0,0.0,0.0,0.03
14138,Sky Dancers,TMSales9,2005.0,Directional Control Valves,Crave Entertainment,0.02,0.01,0.0,0.0,0.03
14139,Silent Scope,TMSales9,2002.0,Rotary Actuators,Rizal,0.02,0.01,0.0,0.0,0.03
